Interaction_Type,Customer_Query,Chatbot_Response,Category,Title,Price,Image_URL,Key_Features,Specifications,Product_URL
Multi-turn,"User: Hi, I'm interested in the 1 Ton 3 Star Wi-Fi Inverter Smart Split AC. Can you tell me more about its features?
Bot: Sure! This AC has a Converti7 feature with 7 stages of cooling performance and a 3 Star Energy Rating for energy efficiency. It's suitable for rooms up to 11.14 sqmt. 
User: That's impressive! What about the warranty and durability of this AC?
Bot: The AC comes with a 1-year comprehensive warranty, 5 years on PCB, and 10 years on the compressor. It also has a copper condenser coil with Shield Blu Technology for greater durability in high humidity and coastal areas.
User: Can I control this AC remotely?
Bot: Yes, you can control this Smart Split AC remotely. It works with Amazon Alexa and Google Assistant, and you can use Miraie for customized sleep profiles and full control anytime, anywhere.
User: Great! How much does this AC cost?
Bot: The price of this 1 Ton 3 Star Wi-Fi Inverter Smart Split AC is ₹31,990.","The 1 Ton 3 Star Wi-Fi Inverter Smart Split AC has advanced features like Converti7 cooling, energy efficiency, and remote control capability. It comes with a comprehensive warranty and durable components, priced at ₹31,990.",2024 Model,"1 Ton 3 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with True AI Mode, 2 Way Swing, PM 0.1 Air Purification Filter, 2024 Model, White)","₹31,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/s/cscu-su12zkywa_info_1_2406.png,"Smart Split AC with Auto Convertible Inverter compressor, Converti7: 7 Stages of Cooling Performance, 3 Star Energy Rating for energy efficiency. Suitable for Upto 11.14 Sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor., Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, , Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-su12zkywa.html
Multi-turn,"User: Hi, I am interested in the MC-YW530K145 Wet & Dry Vacuum Cleaner with Steel Body.
Bot: Welcome! This vacuum cleaner is a great choice. It has a powerful 1400 W motor and a large 21 L dust capacity. || How can I assist you further with this product?
User: Can you tell me more about the attachments it comes with?
Bot: Sure! This vacuum cleaner comes with multiple attachments for effective cleaning, making it versatile for different surfaces and areas. || Is there anything specific you would like to know about the attachments?
User: Do you offer any warranty on this product?
Bot: Yes, this vacuum cleaner comes with a standard warranty. It ensures that you can use it with peace of mind. || Would you like to know more details about the warranty coverage?
User: That's great to know! How can I place an order for this vacuum cleaner?
Bot: To place an order, you can simply add the product to your cart and proceed to checkout on our website. If you need any assistance during the ordering process, feel free to ask. || Is there anything else I can help you with regarding the MC-YW530K145 Wet & Dry Vacuum Cleaner?","The chatbot provided information about the product's features, attachments, warranty, and guided the user on how to place an order for the MC-YW530K145 Wet & Dry Vacuum Cleaner with Steel Body.",Small Appliances,MC-YW530K145 Wet & Dry Vacuum Cleaner with Steel Body,"₹9,500",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/2/_/2_2.png,"Wet & Dry Vacuum Cleaner : All in one vacuuming solution, 1400 W Powerful motor for versatile cleaning, 21 Ltr. Large dust capacity, Strong Stainless Steel Body, Performant HEPA Filter, The 360 degree swivel wheel for easy movement, Multiple attachments for effective cleaning, ",{},https://store.in.panasonic.com/small-appliances/vaccuum-cleaner/mc-yw530k145-wet-dry-vacuum-cleaner-with-steel-body.html
Multi-turn,"User: Hi, I'm interested in the 2.2 Ton 4 Star Inverter Smart Split AC. Can you tell me more about its features?
Bot: Sure! This AC comes with a 7 in 1 Convertible with True AI Mode, Twin Cool Inverter, Wifi enabled, and a 4 Way Swing feature.
User: That sounds great! How about its energy efficiency?
Bot: It has a 4 Star Energy Rating for energy efficiency and is suitable for rooms ranging from 16.72 sqmt to 20.90 sqmt.
User: Impressive! What about the warranty and special technologies used?
Bot: The AC comes with a 1 Year Comprehensive warranty, 5 years on PCB, 10 years on Compressor, and 5 years on Outdoor Casing. It also features a Copper Condenser Coil with Shield Blu Technology for greater durability in high humidity & coastal areas.
User: Can I control this AC remotely?
Bot: Yes, you can! It works with Amazon Alexa and Google Assistant, has Customized Sleep Profiles, and offers Remote Access and Control with Miraie for a connected living experience.","The 2.2 Ton 4 Star Inverter Smart Split AC offers advanced features like AI Mode, Wifi connectivity, energy efficiency, durable components, and remote control options through Miraie.",2024 Model,"2.2 Ton 4 Star Inverter Smart Split AC (Copper, 7 in 1 Convertible with True AI Mode, Twin Cool Inverter, Wifi enabled, 4 Way Swing, PM 0.1 Air Purification Filter, 2024 Model, White)","₹67,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/q/u/qu26akyf_baseimage_2510.jpg,"Smart Split AC with Auto Convertible Inverter compressor, Desert Series AC with Heavy Duty Cooling, 4 Star Energy Rating for energy efficiency. Suitable for 16.72 Sqmt to 20.90 sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor | 5 years on Outdoor Casing, Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, , Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-qu26akyf.html
Multi-turn,"User: Hi, I'm interested in the MC-YW530K145 Wet & Dry Vacuum Cleaner with Steel Body. Can you tell me more about its features?
Bot: Sure! This vacuum cleaner is a versatile cleaning solution with a powerful 1400 W motor, a large 21 Ltr. dust capacity, and a strong stainless steel body. It also comes with a HEPA filter and multiple attachments for effective cleaning. 
User: That sounds impressive! How easy is it to move around while cleaning?
Bot: The vacuum cleaner is designed for easy movement with a 360-degree swivel wheel, making it convenient to maneuver around furniture and tight spaces.
User: Great to hear that! What about the price of this vacuum cleaner?
Bot: The price of the MC-YW530K145 Wet & Dry Vacuum Cleaner with Steel Body is ₹9,500.","The MC-YW530K145 Wet & Dry Vacuum Cleaner with Steel Body is a powerful and versatile cleaning solution with features like a large dust capacity, strong stainless steel body, HEPA filter, and easy maneuverability with a 360-degree swivel wheel. Priced at ₹9,500, it offers an all-in-one vacuuming solution for effective cleaning.",Small Appliances,MC-YW530K145 Wet & Dry Vacuum Cleaner with Steel Body,"₹9,500",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/2/_/2_2.png,"Wet & Dry Vacuum Cleaner : All in one vacuuming solution, 1400 W Powerful motor for versatile cleaning, 21 Ltr. Large dust capacity, Strong Stainless Steel Body, Performant HEPA Filter, The 360 degree swivel wheel for easy movement, Multiple attachments for effective cleaning, ",{},https://store.in.panasonic.com/small-appliances/vaccuum-cleaner/mc-yw530k145-wet-dry-vacuum-cleaner-with-steel-body.html
Multi-turn,"User: Hi, I'm interested in the 108 cm 4K Ultra HD Smart LED Google TV. Can you tell me more about it?
Bot: Sure! This TV features a 4K Color Engine, HDR 10, Dolby Digital, Chromecast Built-In, and more. What specific details would you like to know?
User: How is the picture quality on this TV?
Bot: The TV is equipped with a 4K Color Engine and HDR 10 technology, providing stunning picture quality with vibrant colors and great contrast.
User: That sounds impressive! Does it have any smart features?
Bot: Yes, it has Google Voice Assistant built-in, allowing you to control the TV with your voice, as well as Chromecast Built-In for easy streaming from your devices.
User: Great! What about the design of the TV?
Bot: The TV has a bezel-less design, offering a sleek and modern look that enhances your viewing experience.","The 108 cm 4K Ultra HD Smart LED Google TV features a 4K Color Engine, HDR 10, Dolby Digital, Chromecast Built-In, Google Voice Assistant, and a bezel-less design, providing impressive picture quality and smart features in a stylish package.",Televisions,"108 cm (43 inches) 4K Ultra HD Smart LED Google TV TH-43MX740DX (Black, 4K Color Engine, HDR 10, Dolby Digital, Chromecast Built-In)","₹39,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/t/h/th-43mx740dx_1.jpg,"4K Color Engine, 4K HDR 10, Hexa Chroma Drive, Dolby Digital, Google Voice Assistant, Chromecast Built-in, Bezel-less, ",{},https://store.in.panasonic.com/televisions/4k-google-tv/mx740-google-tv-4k-hdr-tv-43-inches.html
Multi-turn,"User: Hi, I'm interested in the 27L Convection Microwave Oven you have.
Bot: Great choice! This model (NN-CT645BFDG) comes with a 27 L capacity and various cooking modes like bake, grill, cook, defrost, and reheat. It also has a Magic Grill feature for a faster grilling experience.
User: That sounds perfect for my family. Can I cook a variety of dishes with this microwave?
Bot: Absolutely! You can choose from 101 auto cook menus for quick and easy meal preparations. There are even Japanese menus available for a touch of Asian cuisine.
User: Wow, I'm impressed! How about the warranty on this product?
Bot: You get a 1-year warranty on the product itself and a 5-year warranty on the magnetron. Plus, there are preset tandoori menus to take advantage of the powerful grill feature.","The 27L Convection Microwave Oven offers a variety of cooking options with its 101 auto cook menus, Japanese menus, and Magic Grill feature. It comes with a 1-year warranty on the product and a 5-year warranty on the magnetron, making it a great choice for versatile cooking needs.",Microwave Ovens,"27L Convection Microwave Oven (NN-CT645BFDG, Black Mirror, 360 Heat Wrap, Magic Grill, 101 Auto Cook Menus)","₹12,190",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/r/artboard-1_76.jpg,"27 L Capacity : Convection for daily cooking convenience for mid to large families of 3 to 4 members, Convection :  Bake, Grill,cook, defrost and reheat, Magic Grill : The dual grill system works the top and back grill simultaneously for a faster and more delicious grilling experience, Auto Cook : Choose from a range of 101 preset menus that can be cooked within minutes everyday, Japanese Menu : Recreate the asian magic in your kitchen with carefully selected Japanese Menus that can accessed with the easy touch of a button, Warranty: 1 year warranty on product and 5 years on magnetron, Tandoori Menu : Make the most of the powerful grill by choosing from  preset tandoori menus that will have your family and guests craving for more, ",{},https://store.in.panasonic.com/microwave-oven/convection/27l-convection-microwave-oven-nn-ct645bfdg.html
Multi-turn,"User: Hi, I'm interested in the 338L double door refrigerator. Can you tell me more about its features?
Bot: Sure! This refrigerator comes with a 6-stage intelligent inverter compressor, a spacious 35L vegetable box, and toughened glass shelves with a 100KG load-bearing capacity. It also offers a 1+10 years warranty.
User: That sounds great! How energy-efficient is this refrigerator?
Bot: The refrigerator is a 3-star rated appliance, which means it is quite energy-efficient and will help you save on electricity bills.
User: Perfect! I'm concerned about the color options. Can you confirm if the Shining Silver color is available for this model?
Bot: Yes, the refrigerator is available in Shining Silver color. It adds a stylish touch to your kitchen decor.
User: Great to know! What is the net capacity of this refrigerator?
Bot: The net capacity of this model is 308L, providing ample space for storing your food items efficiently.","The chatbot provided information about the key features, energy efficiency, color options, and net capacity of the 338L double door refrigerator, helping the user make an informed decision.",Refrigerators,"338L 3 Star 6-Stage Smart Inverter Frost-Free Double Door Refrigerator (NR-TG351CUSN, Shining Silver, Jumbo Vegetable Basket, 2022 Model, Net Capacity 308L)","₹33,690",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/t/g/tg351cusn_1.jpg,"6 Stage Intelligent Inverter Compressor, Biggest* 35L Vegetable Box, Toughened Glass Shelves with 100KG Load Bearing Capacity, 1+10 yrs Warranty, , , , ",{},https://store.in.panasonic.com/refrigerator/frost-free/tg351-338-l-shiny-silver-double-door-refrigerator-with-inverter-technology.html
Multi-turn,"User: Hi, I'm interested in the LUMIX S9 camera. Can you tell me more about its video recording capabilities?
Bot: Of course! The LUMIX S9 offers impressive video recording features such as C4K/4K60p 4:2:2 and 6K30p 4:2:0 10-Bit recording.
User: That sounds great! How about its sensor quality?
Bot: The camera comes with a 24.2MP Full-Frame CMOS Sensor, ensuring high-quality images with great detail.
User: Does it have any special detection features?
Bot: Yes, it includes Human/Animal/Car/Motorcycle Detection, which can be very useful for various photography scenarios.
User: Interesting! What about the display screen on the camera?
Bot: The LUMIX S9 features a 3.0"" 1.84m-Dot Tilt/Free-Angle Touch-LCD, providing flexibility for different shooting angles.","The LUMIX S9 camera offers advanced video recording capabilities, high-quality sensor, special detection features, and a versatile display screen for enhanced photography experience.",Cameras,"LUMIX S9 24.2MP Full-Frame CMOS Sensor, Human/Animal/Car/Motorcycle Detection, Real Time Lut (DC-S9GW-S, Silver)","₹122,597",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/b/a/base_image_1_1.jpg,"24.2MP Full-Frame CMOS Sensor, Human/ Animal/ Car/ Motorcycle Detection, C4K/4K60p 4:2:2 10-Bit, 6K30p 4:2:0 10-Bit Video Recording, 14+ Stop of V-log/V Gamat, 3.0"" 1.84m-Dot Tilt/Free-Angle Touch-LCD, Real-Time LUT (Signature Presets), Crop & Hybrid Zoom",{},https://store.in.panasonic.com/cameras/dsc-digital-still-camera/lumix-s9-24-2mp-full-frame-cmos-sensor-human-animal-car-motorcycle-detection-real-time-lut-dc-s9gw-s-silver.html
Multi-turn,"User: Hi, I'm interested in the MC-YW530K145 Wet & Dry Vacuum Cleaner with Steel Body.
Bot: Great choice! This vacuum cleaner is a powerful solution for both wet and dry cleaning tasks.
User: How effective is the 1400 W motor in this vacuum cleaner?
Bot: The 1400 W powerful motor ensures versatile cleaning, making it suitable for various surfaces.
User: Does it come with multiple attachments for different cleaning needs?
Bot: Yes, it comes with multiple attachments for effective cleaning, providing a comprehensive solution for all your cleaning requirements.","The MC-YW530K145 Wet & Dry Vacuum Cleaner with Steel Body offers versatile cleaning capabilities with its powerful motor, multiple attachments, and large dust capacity, making it a convenient all-in-one vacuuming solution.",Small Appliances,MC-YW530K145 Wet & Dry Vacuum Cleaner with Steel Body,"₹9,500",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/2/_/2_2.png,"Wet & Dry Vacuum Cleaner : All in one vacuuming solution, 1400 W Powerful motor for versatile cleaning, 21 Ltr. Large dust capacity, Strong Stainless Steel Body, Performant HEPA Filter, The 360 degree swivel wheel for easy movement, Multiple attachments for effective cleaning, ",{},https://store.in.panasonic.com/small-appliances/vaccuum-cleaner/mc-yw530k145-wet-dry-vacuum-cleaner-with-steel-body.html
Multi-turn,"User: Hi, I'm interested in the 55-inch 4K Ultra HD Smart LED Google TV you have.
Bot: Great choice! This TV comes with a 4K Studio Color Engine, HDR 10+, and Dolby Digital features. 
User: That's awesome! Does it have Chromecast built-in as well?
Bot: Yes, it does! You can easily cast your favorite content from your phone to the TV.
User: Perfect! Is the design sleek and modern?
Bot: Absolutely, it has a slim bezel design that adds a touch of elegance to any room.","The 55-inch 4K Ultra HD Smart LED Google TV features a 4K Studio Color Engine, HDR 10+, Dolby Digital, Chromecast Built-In, and comes with a sleek design with a slim bezel.",Televisions,"139 cm (55 inches) 4K Ultra HD Smart LED Google TV TH-55MX660DX (Black, 4K Studio Color Engine, HDR 10+, Dolby Digital, Chromecast Built-In)","₹46,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/t/h/th-55mx660dxrev.jpg,"4K Studio Color Engine, 4K HDR 10+, Hexa Chroma Drive, Dolby Digital, Google Voice Assistant, Chromecast Built-in, Slim Bezel, ",{},https://store.in.panasonic.com/televisions/4k-google-tv/mx660-google-tv-4k-hrd-tv-55-inches.html
Multi-turn,"User: Hi, I'm interested in the 6 Kg 4 Star Fully-Automatic Top Load Washing Machine.
Bot: Great choice! It comes with a Magic Lint Filter for clean laundry every time and a Tub Clean feature to remove odours and bacteria from the machine.
User: That's awesome! What's the capacity of this washing machine?
Bot: It has a 6 kg capacity, which is suitable for single users or couples.
User: Good to know. How about the warranty?
Bot: It offers a 2-year comprehensive warranty and a 10-year warranty on the motor.
User: Perfect! I think I'll go ahead and purchase it. Thank you for your help.
Bot: You're welcome! If you have any more questions, feel free to ask.","The user inquires about the features, capacity, and warranty of the 6 Kg 4 Star Fully-Automatic Top Load Washing Machine before deciding to make a purchase.",Washing Machines,"6 Kg 4 Star Fully-Automatic Top Load Washing Machine (NA-F60LF1HRB, Grey, Durable Metal Body, 8 Wash Program, Aquabeat Wash Technology, One Touch Smart Wash)","₹15,090",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/r/artboard-1_86.jpg,"Magic Lint Filter for clean laundry every time, Tub Clean feature removes odours and bacteria from machine, 6 kg Capacity - suitable for single user/couples, 2 years comprehensive warranty and 10 years warranty on motor, , , , ",{},https://store.in.panasonic.com/washing-machines/fully-automatic-top-load/na-f60lf1hrb-6-kg-fully-automatic-top-load-washing-machine-dark-grey.html
Multi-turn,"User: Hi, I'm interested in the 10 Kg Semi-Automatic Top Loading Washing Machine.
Bot: That's a great choice! It comes with a sleek Japanese design and a powerful motor for superior wash performance.
User: Does it have a warranty?
Bot: Yes, it includes a 2 years comprehensive warranty and a 10 years warranty on the motor.
User: What is the capacity of this washing machine?
Bot: It has a 10 kg capacity, making it suitable for large families.
User: Sounds perfect for my household. What is the price?
Bot: The price for the washing machine is ₹17,190.","The 10 Kg Semi-Automatic Top Loading Washing Machine features a sleek Japanese design, a heavy-duty motor, a 10 kg capacity, and comes with a 2 years comprehensive warranty and 10 years warranty on the motor, priced at ₹17,190.",Washing Machines,"10 Kg Semi-Automatic Top Loading Washing Machine (NA-W100B6BRB, Black, Powerful Motor)","₹17,190",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/n/a/na-w100b6brb_dp1.jpg,"Sleek and Stylish Japanese Design, Heavy Duty Motor for Superior Wash Performance, 10 kg Capacity- suitable for large families, 2 years comprehensive warranty and 10 years warranty on motor, , , , ",{},https://store.in.panasonic.com/washing-machines/semi-automatic/na-w100b6brb-10-kg-semi-automatic-black-color.html
Multi-turn,"User: Hi, I'm interested in the Lumix DMC-G85 camera.
Bot: Great choice! It's a fantastic camera with a 16MP Live MOS Sensor and UHD 4K video recording capabilities. What features are you most excited about?
User: I'm really impressed by the Dual Image Stabilization and Depth-From-Defocus AF Technology.
Bot: Those are indeed standout features that ensure sharp and clear images. Have you used a mirrorless camera before?
User: No, this will be my first mirrorless camera. I'm looking forward to exploring its capabilities.
Bot: That's exciting! The Lumix DMC-G85 is known for its user-friendly interface and excellent image quality. Let me know if you have any more questions as you delve into the world of mirrorless photography.","The user is interested in the Lumix DMC-G85 camera, excited about features like Dual Image Stabilization and Depth-From-Defocus AF Technology, and is looking forward to exploring the capabilities of their first mirrorless camera.",Cameras,"Lumix DMC-G85 16MP Live MOS Sensor Mirrorless MFT Digital Camera with 14-42mm Lens, Dual Image Stabilization, Depth-From-Defocus AF Technology, UHD 4K Video Recording (DMC-G85KGW-K, Black)","₹53,360",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/d/m/dmc-g85kgw-k_info_1_ljeds60nb1uvtuzy.jpg,"16MP Live MOS Sensor, UHD 4K Video Recording, 4K PHOTO Modes, Dual Image Stabilization, Depth-From-Defocus AF Technology, Live View Finder, Post Focus, ",{},https://store.in.panasonic.com/cameras/dsc-digital-still-camera/lumix-dmc-g85-16mp-live-mos-sensor-mirrorless-mft-digital-camera-with-14-42mm-lens-dual-image-stabilization-depth-from-defocus-af-technology-uhd-4k-video-recording-dmc-g85kgw-k-black.html
Multi-turn,"User: Hi, I am interested in the Panasonic 1.5 Ton 3 Star Hot & Cold Wi-Fi Inverter Smart Split AC. Can you tell me more about its energy efficiency?
Bot: Sure! This AC has a 3-star energy rating with an annual energy consumption of 948.16 kWh and an ISEER value of 4.25.
User: That's great to know. How about the warranty coverage for this AC?
Bot: The manufacturer offers a 1-year warranty on the product, +4 years on PCB, +4 years on ODU casing, and +9 years on the compressor.
User: Does this AC come with any special features for better cooling performance?
Bot: Yes, it has a copper condenser coil for better cooling and low maintenance, along with a PM 0.1 filter for healthy cooling and a special ShieldBlu+ coating for longer heat exchanger life.
User: Interesting! Can you explain more about the True AI mode mentioned in the key features?
Bot: The True AI mode in this AC helps maintain comfort conditioning and saves energy by using an ""Adaptive Thermal Comfort Model"" to adjust cooling based on your preferences and environmental conditions.","The Panasonic AC offers energy-efficient cooling with a 3-star rating, comes with a comprehensive warranty, special features like a copper condenser and PM 0.1 filter, and incorporates True AI mode for personalized comfort and energy savings.",2025 Model,"Panasonic 1.5 Ton 3 Star Hot & Cold Wi-Fi Inverter Smart Split AC (India 1st Matter Enabled RAC, Higher Airflow, -7 ~ 55 Deg. C Operation, Copper Condenser, 7in1 Convertible, True AI, 4-Way Swing, PM 0.1 Filter, CS/CU-EZ18BKYXFM, 2025 Model, White)","₹42,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/c/s/cs-cu-ez18bkyxfm.png,"Split AC with inverter compressor: Variable speed compressor which adjusts cooling capacity depending on heat load. The convertible feature with 7 different cooling modes adjusts cooling performances ranging from 45%* to HC*. Therby enhances energy efficiency and provides personalized comfort with minimal effort., Capacity (1.5 Ton): Suitable for medium sized rooms 11.1 - 15.8 sq m (120  - 170 sq ft); Airflow of 703 CFM; Cooling Capacity of 5200 W & Ambient operating Temperature: -7 ~ 55 degree Celsius with 4 way Swing., Energy Rating: 3 Star. Annual Energy Consumption: 948.16 kWh. ISEER Value: 4.25 ., Manufacturer Warranty: 1 year on product,  +4 years on PCB, +4  on ODU Casing and +9 years on compressor., Copper Condenser Coil: Better cooling and requires low maintenance.Healthy Cooling: Equipped with the PM 0.1 Filter.Longer Heat Exchanger Life: Special ShieldBlu+ protection coating to prevent leakages., Key Features- Stabilizer free operation with 145-285 V operating voltage range; Hidden Temperature Display; Noise Level: IDU - 35/47 (db) & ODU: 53 (db)., Hot & Cold Wi-Fi Inverter Smart Split AC,India's 1st Matter enabled RAC powered by MirAie,100% Copper Tubing helps in better heat exchange.True AI mode helps to maintain comfort conditioning & saves energy using ""Adaptive Thermal Comfort Model""., Refrigerant Gas: R32 – Environment Friendly - ""Zero"" Ozone Depletion Potential (ODP)",{},https://store.in.panasonic.com/air-conditioners/2025-model/cs-cu-ez18bkyxfm.html
Multi-turn,"User: Hi, I'm interested in the Lumix L-Mount S 50mm lens. Can you tell me more about its features?
Bot: Sure! The Lumix L-Mount S 50mm lens features an aperture range of f/1.8 to f/22, a linear AF motor, and a weather-sealed construction.
User: That sounds great! Is it compatible with full-frame cameras?
Bot: Yes, it is! The lens is designed for L-Mount cameras with a full-frame format.
User: Awesome! I'm also concerned about its durability. Is it resistant to dust and water?
Bot: Absolutely! The lens has a dust, splash, and freeze-resistant design, making it suitable for various shooting conditions.","The Lumix L-Mount S 50mm lens is a versatile option for full-frame cameras, featuring a wide aperture range, durable construction, and compatibility with L-Mount cameras.",Cameras,"Lumix L-Mount S 50mm f/1.8 Fixed Focal Length Lens, Aperture Range: f/1.8 to f/22, Linear AF Motor, Dust, Splash and Freeze-Resistant Design (S-S50GC, Black)","₹42,140",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/s/-/s-s50gc_info_1_4fndfmatigjojkh1.jpg,"L-Mount Lens/Full-Frame Format, Aperture Range: f/1.8 to f/22, Three Aspherical Elements, Linear AF Motor, Rounded 9-Blade Diaphragm, Weather-Sealed Construction, , ",{},https://store.in.panasonic.com/cameras/lenses/lumix-l-mount-s-50mm-f-1-8-fixed-focal-length-lens-aperture-range-f-1-8-to-f-22-linear-af-motor-dust-splash-and-freeze-resistant-design-s-s50gc-black.html
Multi-turn,"User: Hi, I'm interested in the washing machine cover SP01W111.
Bot: Great choice! This cover is designed to fit most washing machines up to 8.5KG. It's made of polyester fabric with a vibrant design.
User: Does it protect against water as well?
Bot: Yes, it protects against both dust and water. It also comes with a zipper for easy access.
User: That's convenient. How easy is it to clean?
Bot: It's easy to clean and install. You can simply wipe it down with a damp cloth. Plus, it has provision for the inlet, outlet pipes, and power cord.
User: Sounds perfect! What is the price of the cover?
Bot: The price of the cover is ₹621.","The washing machine cover SP01W111 is made of polyester fabric with a vibrant design, protects against dust and water, has a zipper for easy access, is easy to clean and install, and is priced at ₹621.",Accessories,"Cover for Fully-Automatic Top Load Washing Machines with Back Panel Upto 8.5KG (SP01W111, Polyester Fabric, Vibrant design, Easy Zip Access)",₹621,https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/w/a/washing-machine-cover---back-1.jpg,"Polyester fabric and vibrant design., Saves maintenance cost of the machine., Comes with zipper for access., Protects against dust and water., Tailored to fit Washing Machines of most capacities., Easy to install., Easy to clean., Provision for the inlet, outlet pipes and power cord.",{},https://store.in.panasonic.com/accessories/washing-machines/washing-machine-cover-top-load-back-panel.html
Multi-turn,"User: Hi, I'm interested in the LUMIX S9 camera with the 18-40mm lens. Can you tell me more about its features?
Bot: Sure! The camera features a 24.2MP Full-Frame CMOS Sensor, Human/Animal/Car/Motorcycle Detection, and C4K/4K60p 4:2:2 10-Bit video recording capability. It also offers 6K30p 4:2:0 10-Bit Video Recording and Real-Time LUT for color grading.
User: That sounds impressive! How is the display of the camera?
Bot: The LUMIX S9 comes with a 3.0"" 1.84m-Dot Tilt/Free-Angle Touch-LCD, providing a clear and versatile viewing experience.
User: Can you elaborate on the Real-Time LUT feature mentioned in the product details?
Bot: The Real-Time LUT feature in the camera offers Signature Presets for instant color grading during shooting, allowing you to achieve your desired look effortlessly.
User: I'm curious about the pricing. Is the camera affordable for its features?
Bot: The LUMIX S9 with the 18-40mm lens is priced at ₹150,191, considering its advanced features like 14+ Stop of V-log/V Gamut, Crop & Hybrid Zoom, and the various detection capabilities.",The LUMIX S9 camera with,Cameras,"LUMIX S9 24.2MP Full-Frame CMOS Sensor with 18-40mm lens, Human/Animal/Car/Motorcycle Detection, Real Time Lut (DC-S9NGW-W, White)","₹150,191",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/d/c/dc-s9ngw-w1_sjphatxm5fclap93.jpg,"24.2MP Full-Frame CMOS Sensor, Human/ Animal/ Car/ Motorcycle Detection, C4K/4K60p 4:2:2 10-Bit, 6K30p 4:2:0 10-Bit Video Recording, 14+ Stop of V-log/V Gamat, 3.0"" 1.84m-Dot Tilt/Free-Angle Touch-LCD, Real-Time LUT (Signature Presets), Crop & Hybrid Zoom",{},https://store.in.panasonic.com/cameras/dsc-digital-still-camera/s9-body-with-18-40mm-lens3.html
